"","Station_na","Land_use","Aspect","Latitude","Longitude","Altitude","Altitude_a","Date","Pred_20m_map","SMC_map_20m"
"14743","M5","Pasture","South",46.70135815,10.61585587,1823,1800,"20220702_051853",NA,NA
"14744","I1","Meadow","South",46.68700896,10.57969321,1490,1500,"20220702_051853",NA,NA
"14745","I3","Meadow","South",46.6840937,10.58166556,1430,1400,"20220702_051853",NA,NA
"14746","P1","Pasture","South",46.685863,10.58294569,1526,1500,"20220702_051853",NA,NA
"14747","P2","Pasture","South",46.68424929,10.5850562,1549,1500,"20220702_051853",NA,NA
"14748","P3","Pasture","South",46.68514431,10.58575536,1577,1600,"20220702_051853",NA,NA
"14749","XS6","Forest","North",46.68895823,10.63043102,1778,1800,"20220702_051853",NA,NA
"14750","S2","Meadow","South",46.6988975,10.61923275,1635,1600,"20220702_051853",NA,NA
"14751","S3","Pasture","Flat",46.76671,10.71079,2680,2700,"20220702_051853",NA,NA
"14752","S4","Pasture","South",46.706995,10.602312,2353,2400,"20220702_051853",NA,NA
"14753","M4","Pasture","Flat",46.74048467,10.69699228,1986,2000,"20220702_051853",NA,NA
"14754","M4s","Bare soil","Flat",46.74219931,10.69901896,2010,2000,"20220702_051853",NA,NA
"14755","F6","Forest","North",46.695578,10.648088,2360,2400,"20220702_051853",NA,NA
"14756","F5","Forest","South",46.73886,10.68865,2090,2100,"20220702_051853",NA,NA
"14757","F4","Forest","North",46.69865,10.64211,2027,2000,"20220702_051853",NA,NA
"14758","F3","Forest","South",46.69759,10.60724,1985,2000,"20220702_051853",NA,NA
"14759","F2","Forest","South",46.69435,10.61268,1710,1700,"20220702_051853",NA,NA
"14760","F1","Forest","South",46.67776,10.577797,1154,1200,"20220702_051853",NA,NA
"14761","B1","Meadow","South",46.66121887,10.59024912,990,1000,"20220703_170652",0.14,NA
"14762","B2","Meadow","South",46.6862577,10.5798452,1490,1500,"20220703_170652",0.16,NA
"14763","B3","Meadow","Flat",46.69173286,10.59188535,1930,2000,"20220703_170652",0.12,NA
"14764","M1","Meadow","South",46.71328209,10.6412642,1839,1800,"20220703_170652",NA,NA
"14765","M2","Pasture","Flat",46.71110568,10.69164718,2180,2200,"20220703_170652",0.17,NA
"14766","M3","Pasture","Flat",46.76683822,10.70120078,2332,2300,"20220703_170652",NA,NA
"14767","M5","Pasture","South",46.70135815,10.61585587,1823,1800,"20220703_170652",NA,NA
"14768","I1","Meadow","South",46.68700896,10.57969321,1490,1500,"20220703_170652",0.21,NA
"14769","I3","Meadow","South",46.6840937,10.58166556,1430,1400,"20220703_170652",0.16,NA
"14770","P1","Pasture","South",46.685863,10.58294569,1526,1500,"20220703_170652",0.26,NA
"14771","P2","Pasture","South",46.68424929,10.5850562,1549,1500,"20220703_170652",0.17,NA
"14772","P3","Pasture","South",46.68514431,10.58575536,1577,1600,"20220703_170652",0.21,NA
"14773","XS6","Forest","North",46.68895823,10.63043102,1778,1800,"20220703_170652",0.18,NA
"14774","S2","Meadow","South",46.6988975,10.61923275,1635,1600,"20220703_170652",NA,NA
"14775","S3","Pasture","Flat",46.76671,10.71079,2680,2700,"20220703_170652",NA,NA
"14776","S4","Pasture","South",46.706995,10.602312,2353,2400,"20220703_170652",0.16,NA
"14777","M4","Pasture","Flat",46.74048467,10.69699228,1986,2000,"20220703_170652",0.24,NA
"14778","M4s","Bare soil","Flat",46.74219931,10.69901896,2010,2000,"20220703_170652",0.25,NA
"14779","F6","Forest","North",46.695578,10.648088,2360,2400,"20220703_170652",0.12,NA
"14780","F5","Forest","South",46.73886,10.68865,2090,2100,"20220703_170652",0.22,NA
"14781","F4","Forest","North",46.69865,10.64211,2027,2000,"20220703_170652",NA,NA
"14782","F3","Forest","South",46.69759,10.60724,1985,2000,"20220703_170652",0.17,NA
"14783","F2","Forest","South",46.69435,10.61268,1710,1700,"20220703_170652",0.15,NA
"14784","F1","Forest","South",46.67776,10.577797,1154,1200,"20220703_170652",0.18,NA
"14785","B1","Meadow","South",46.66121887,10.59024912,990,1000,"20220707_052702",0.16,NA
"14786","B2","Meadow","South",46.6862577,10.5798452,1490,1500,"20220707_052702",0.14,NA
"14787","B3","Meadow","Flat",46.69173286,10.59188535,1930,2000,"20220707_052702",0.14,NA
"14788","M1","Meadow","South",46.71328209,10.6412642,1839,1800,"20220707_052702",NA,NA
"14789","M2","Pasture","Flat",46.71110568,10.69164718,2180,2200,"20220707_052702",0.15,NA
"14790","M3","Pasture","Flat",46.76683822,10.70120078,2332,2300,"20220707_052702",NA,NA
"14791","M5","Pasture","South",46.70135815,10.61585587,1823,1800,"20220707_052702",NA,NA
"14792","I1","Meadow","South",46.68700896,10.57969321,1490,1500,"20220707_052702",0.18,NA
"14793","I3","Meadow","South",46.6840937,10.58166556,1430,1400,"20220707_052702",0.18,NA
"14794","P1","Pasture","South",46.685863,10.58294569,1526,1500,"20220707_052702",0.16,NA
"14795","P2","Pasture","South",46.68424929,10.5850562,1549,1500,"20220707_052702",0.18,NA
"14796","P3","Pasture","South",46.68514431,10.58575536,1577,1600,"20220707_052702",0.18,NA
"14797","XS6","Forest","North",46.68895823,10.63043102,1778,1800,"20220707_052702",0.16,NA
"14798","S2","Meadow","South",46.6988975,10.61923275,1635,1600,"20220707_052702",NA,NA
"14799","S3","Pasture","Flat",46.76671,10.71079,2680,2700,"20220707_052702",NA,NA
"14800","S4","Pasture","South",46.706995,10.602312,2353,2400,"20220707_052702",0.16,NA
"14801","M4","Pasture","Flat",46.74048467,10.69699228,1986,2000,"20220707_052702",0.23,NA
"14802","M4s","Bare soil","Flat",46.74219931,10.69901896,2010,2000,"20220707_052702",0.19,NA
"14803","F6","Forest","North",46.695578,10.648088,2360,2400,"20220707_052702",0.12,NA
"14804","F5","Forest","South",46.73886,10.68865,2090,2100,"20220707_052702",0.23,NA
"14805","F4","Forest","North",46.69865,10.64211,2027,2000,"20220707_052702",NA,NA
"14806","F3","Forest","South",46.69759,10.60724,1985,2000,"20220707_052702",0.18,NA
"14807","F2","Forest","South",46.69435,10.61268,1710,1700,"20220707_052702",0.18,NA
"14808","F1","Forest","South",46.67776,10.577797,1154,1200,"20220707_052702",0.18,NA
"14809","B1","Meadow","South",46.66121887,10.59024912,990,1000,"20220708_171513",0.17,NA
"14810","B2","Meadow","South",46.6862577,10.5798452,1490,1500,"20220708_171513",0.14,NA
"14811","B3","Meadow","Flat",46.69173286,10.59188535,1930,2000,"20220708_171513",0.15,NA
"14812","M1","Meadow","South",46.71328209,10.6412642,1839,1800,"20220708_171513",NA,NA
"14813","M2","Pasture","Flat",46.71110568,10.69164718,2180,2200,"20220708_171513",0.19,NA
"14814","M3","Pasture","Flat",46.76683822,10.70120078,2332,2300,"20220708_171513",NA,NA
"14815","M5","Pasture","South",46.70135815,10.61585587,1823,1800,"20220708_171513",NA,NA
"14816","I1","Meadow","South",46.68700896,10.57969321,1490,1500,"20220708_171513",0.18,NA
"14817","I3","Meadow","South",46.6840937,10.58166556,1430,1400,"20220708_171513",0.18,NA
"14818","P1","Pasture","South",46.685863,10.58294569,1526,1500,"20220708_171513",0.19,NA
"14819","P2","Pasture","South",46.68424929,10.5850562,1549,1500,"20220708_171513",0.2,NA
"14820","P3","Pasture","South",46.68514431,10.58575536,1577,1600,"20220708_171513",0.23,NA
"14821","XS6","Forest","North",46.68895823,10.63043102,1778,1800,"20220708_171513",0.18,NA
"14822","S2","Meadow","South",46.6988975,10.61923275,1635,1600,"20220708_171513",NA,NA
"14823","S3","Pasture","Flat",46.76671,10.71079,2680,2700,"20220708_171513",NA,NA
"14824","S4","Pasture","South",46.706995,10.602312,2353,2400,"20220708_171513",0.17,NA
"14825","M4","Pasture","Flat",46.74048467,10.69699228,1986,2000,"20220708_171513",0.19,NA
"14826","M4s","Bare soil","Flat",46.74219931,10.69901896,2010,2000,"20220708_171513",0.25,NA
"14827","F6","Forest","North",46.695578,10.648088,2360,2400,"20220708_171513",0.12,NA
"14828","F5","Forest","South",46.73886,10.68865,2090,2100,"20220708_171513",0.23,NA
"14829","F4","Forest","North",46.69865,10.64211,2027,2000,"20220708_171513",NA,NA
"14830","F3","Forest","South",46.69759,10.60724,1985,2000,"20220708_171513",0.18,NA
"14831","F2","Forest","South",46.69435,10.61268,1710,1700,"20220708_171513",0.16,NA
"14832","F1","Forest","South",46.67776,10.577797,1154,1200,"20220708_171513",0.22,NA
"14833","B1","Meadow","South",46.66121887,10.59024912,990,1000,"20220709_051042",NA,NA
"14834","B2","Meadow","South",46.6862577,10.5798452,1490,1500,"20220709_051042",NA,NA
"14835","B3","Meadow","Flat",46.69173286,10.59188535,1930,2000,"20220709_051042",NA,NA
"14836","M1","Meadow","South",46.71328209,10.6412642,1839,1800,"20220709_051042",NA,NA
"14837","M2","Pasture","Flat",46.71110568,10.69164718,2180,2200,"20220709_051042",NA,NA
"14838","M3","Pasture","Flat",46.76683822,10.70120078,2332,2300,"20220709_051042",NA,NA
"14839","M5","Pasture","South",46.70135815,10.61585587,1823,1800,"20220709_051042",NA,NA
"14840","I1","Meadow","South",46.68700896,10.57969321,1490,1500,"20220709_051042",NA,NA
"14841","I3","Meadow","South",46.6840937,10.58166556,1430,1400,"20220709_051042",NA,NA
"14842","P1","Pasture","South",46.685863,10.58294569,1526,1500,"20220709_051042",NA,NA
"14843","P2","Pasture","South",46.68424929,10.5850562,1549,1500,"20220709_051042",NA,NA
"14844","P3","Pasture","South",46.68514431,10.58575536,1577,1600,"20220709_051042",NA,NA
"14845","XS6","Forest","North",46.68895823,10.63043102,1778,1800,"20220709_051042",NA,NA
"14846","S2","Meadow","South",46.6988975,10.61923275,1635,1600,"20220709_051042",NA,NA
"14847","S3","Pasture","Flat",46.76671,10.71079,2680,2700,"20220709_051042",NA,NA
"14848","S4","Pasture","South",46.706995,10.602312,2353,2400,"20220709_051042",NA,NA
"14849","M4","Pasture","Flat",46.74048467,10.69699228,1986,2000,"20220709_051042",NA,NA
"14850","M4s","Bare soil","Flat",46.74219931,10.69901896,2010,2000,"20220709_051042",NA,NA
"14851","F6","Forest","North",46.695578,10.648088,2360,2400,"20220709_051042",NA,NA
"14852","F5","Forest","South",46.73886,10.68865,2090,2100,"20220709_051042",NA,NA
"14853","F4","Forest","North",46.69865,10.64211,2027,2000,"20220709_051042",NA,NA
"14854","F3","Forest","South",46.69759,10.60724,1985,2000,"20220709_051042",NA,NA
"14855","F2","Forest","South",46.69435,10.61268,1710,1700,"20220709_051042",NA,NA
"14856","F1","Forest","South",46.67776,10.577797,1154,1200,"20220709_051042",NA,NA
"14857","B1","Meadow","South",46.66121887,10.59024912,990,1000,"20220710_165900",NA,NA
"14858","B2","Meadow","South",46.6862577,10.5798452,1490,1500,"20220710_165900",NA,NA
"14859","B3","Meadow","Flat",46.69173286,10.59188535,1930,2000,"20220710_165900",NA,NA
"14860","M1","Meadow","South",46.71328209,10.6412642,1839,1800,"20220710_165900",NA,NA
"14861","M2","Pasture","Flat",46.71110568,10.69164718,2180,2200,"20220710_165900",NA,NA
"14862","M3","Pasture","Flat",46.76683822,10.70120078,2332,2300,"20220710_165900",NA,NA
"14863","M5","Pasture","South",46.70135815,10.61585587,1823,1800,"20220710_165900",NA,NA
"14864","I1","Meadow","South",46.68700896,10.57969321,1490,1500,"20220710_165900",NA,NA
"14865","I3","Meadow","South",46.6840937,10.58166556,1430,1400,"20220710_165900",NA,NA
"14866","P1","Pasture","South",46.685863,10.58294569,1526,1500,"20220710_165900",NA,NA
"14867","P2","Pasture","South",46.68424929,10.5850562,1549,1500,"20220710_165900",NA,NA
"14868","P3","Pasture","South",46.68514431,10.58575536,1577,1600,"20220710_165900",NA,NA
"14869","XS6","Forest","North",46.68895823,10.63043102,1778,1800,"20220710_165900",NA,NA
"14870","S2","Meadow","South",46.6988975,10.61923275,1635,1600,"20220710_165900",NA,NA
"14871","S3","Pasture","Flat",46.76671,10.71079,2680,2700,"20220710_165900",NA,NA
"14872","S4","Pasture","South",46.706995,10.602312,2353,2400,"20220710_165900",NA,NA
"14873","M4","Pasture","Flat",46.74048467,10.69699228,1986,2000,"20220710_165900",NA,NA
"14874","M4s","Bare soil","Flat",46.74219931,10.69901896,2010,2000,"20220710_165900",NA,NA
"14875","F6","Forest","North",46.695578,10.648088,2360,2400,"20220710_165900",NA,NA
"14876","F5","Forest","South",46.73886,10.68865,2090,2100,"20220710_165900",NA,NA
"14877","F4","Forest","North",46.69865,10.64211,2027,2000,"20220710_165900",NA,NA
"14878","F3","Forest","South",46.69759,10.60724,1985,2000,"20220710_165900",NA,NA
"14879","F2","Forest","South",46.69435,10.61268,1710,1700,"20220710_165900",NA,NA
"14880","F1","Forest","South",46.67776,10.577797,1154,1200,"20220710_165900",NA,NA
"14881","B1","Meadow","South",46.66121887,10.59024912,990,1000,"20220712_053515",NA,NA
"14882","B2","Meadow","South",46.6862577,10.5798452,1490,1500,"20220712_053515",NA,NA
"14883","B3","Meadow","Flat",46.69173286,10.59188535,1930,2000,"20220712_053515",NA,NA
"14884","M1","Meadow","South",46.71328209,10.6412642,1839,1800,"20220712_053515",NA,NA
"14885","M2","Pasture","Flat",46.71110568,10.69164718,2180,2200,"20220712_053515",NA,NA
"14886","M3","Pasture","Flat",46.76683822,10.70120078,2332,2300,"20220712_053515",NA,NA
"14887","M5","Pasture","South",46.70135815,10.61585587,1823,1800,"20220712_053515",NA,NA
"14888","I1","Meadow","South",46.68700896,10.57969321,1490,1500,"20220712_053515",NA,NA
"14889","I3","Meadow","South",46.6840937,10.58166556,1430,1400,"20220712_053515",NA,NA
"14890","P1","Pasture","South",46.685863,10.58294569,1526,1500,"20220712_053515",NA,NA
"14891","P2","Pasture","South",46.68424929,10.5850562,1549,1500,"20220712_053515",NA,NA
"14892","P3","Pasture","South",46.68514431,10.58575536,1577,1600,"20220712_053515",NA,NA
"14893","XS6","Forest","North",46.68895823,10.63043102,1778,1800,"20220712_053515",NA,NA
"14894","S2","Meadow","South",46.6988975,10.61923275,1635,1600,"20220712_053515",NA,NA
"14895","S3","Pasture","Flat",46.76671,10.71079,2680,2700,"20220712_053515",NA,NA
"14896","S4","Pasture","South",46.706995,10.602312,2353,2400,"20220712_053515",NA,NA
"14897","M4","Pasture","Flat",46.74048467,10.69699228,1986,2000,"20220712_053515",NA,NA
"14898","M4s","Bare soil","Flat",46.74219931,10.69901896,2010,2000,"20220712_053515",NA,NA
"14899","F6","Forest","North",46.695578,10.648088,2360,2400,"20220712_053515",NA,NA
"14900","F5","Forest","South",46.73886,10.68865,2090,2100,"20220712_053515",NA,NA
"14901","F4","Forest","North",46.69865,10.64211,2027,2000,"20220712_053515",NA,NA
"14902","F3","Forest","South",46.69759,10.60724,1985,2000,"20220712_053515",NA,NA
"14903","F2","Forest","South",46.69435,10.61268,1710,1700,"20220712_053515",NA,NA
"14904","F1","Forest","South",46.67776,10.577797,1154,1200,"20220712_053515",NA,NA
"14905","B1","Meadow","South",46.66121887,10.59024912,990,1000,"20220714_051853",NA,NA
"14906","B2","Meadow","South",46.6862577,10.5798452,1490,1500,"20220714_051853",NA,NA
"14907","B3","Meadow","Flat",46.69173286,10.59188535,1930,2000,"20220714_051853",NA,NA
"14908","M1","Meadow","South",46.71328209,10.6412642,1839,1800,"20220714_051853",NA,NA
"14909","M2","Pasture","Flat",46.71110568,10.69164718,2180,2200,"20220714_051853",NA,NA
"14910","M3","Pasture","Flat",46.76683822,10.70120078,2332,2300,"20220714_051853",NA,NA
"14911","M5","Pasture","South",46.70135815,10.61585587,1823,1800,"20220714_051853",NA,NA
"14912","I1","Meadow","South",46.68700896,10.57969321,1490,1500,"20220714_051853",NA,NA
"14913","I3","Meadow","South",46.6840937,10.58166556,1430,1400,"20220714_051853",NA,NA
"14914","P1","Pasture","South",46.685863,10.58294569,1526,1500,"20220714_051853",NA,NA
"14915","P2","Pasture","South",46.68424929,10.5850562,1549,1500,"20220714_051853",NA,NA
"14916","P3","Pasture","South",46.68514431,10.58575536,1577,1600,"20220714_051853",NA,NA
"14917","XS6","Forest","North",46.68895823,10.63043102,1778,1800,"20220714_051853",NA,NA
"14918","S2","Meadow","South",46.6988975,10.61923275,1635,1600,"20220714_051853",NA,NA
"14919","S3","Pasture","Flat",46.76671,10.71079,2680,2700,"20220714_051853",NA,NA
"14920","S4","Pasture","South",46.706995,10.602312,2353,2400,"20220714_051853",NA,NA
"14921","M4","Pasture","Flat",46.74048467,10.69699228,1986,2000,"20220714_051853",NA,NA
"14922","M4s","Bare soil","Flat",46.74219931,10.69901896,2010,2000,"20220714_051853",NA,NA
"14923","F6","Forest","North",46.695578,10.648088,2360,2400,"20220714_051853",NA,NA
"14924","F5","Forest","South",46.73886,10.68865,2090,2100,"20220714_051853",NA,NA
"14925","F4","Forest","North",46.69865,10.64211,2027,2000,"20220714_051853",NA,NA
"14926","F3","Forest","South",46.69759,10.60724,1985,2000,"20220714_051853",NA,NA
"14927","F2","Forest","South",46.69435,10.61268,1710,1700,"20220714_051853",NA,NA
"14928","F1","Forest","South",46.67776,10.577797,1154,1200,"20220714_051853",NA,NA
"14929","B1","Meadow","South",46.66121887,10.59024912,990,1000,"20220715_170653",0.14,NA
"14930","B2","Meadow","South",46.6862577,10.5798452,1490,1500,"20220715_170653",0.17,NA
"14931","B3","Meadow","Flat",46.69173286,10.59188535,1930,2000,"20220715_170653",0.11,NA
"14932","M1","Meadow","South",46.71328209,10.6412642,1839,1800,"20220715_170653",NA,NA
"14933","M2","Pasture","Flat",46.71110568,10.69164718,2180,2200,"20220715_170653",0.23,NA
"14934","M3","Pasture","Flat",46.76683822,10.70120078,2332,2300,"20220715_170653",NA,NA
"14935","M5","Pasture","South",46.70135815,10.61585587,1823,1800,"20220715_170653",NA,NA
"14936","I1","Meadow","South",46.68700896,10.57969321,1490,1500,"20220715_170653",0.23,NA
"14937","I3","Meadow","South",46.6840937,10.58166556,1430,1400,"20220715_170653",0.15,NA
"14938","P1","Pasture","South",46.685863,10.58294569,1526,1500,"20220715_170653",0.16,NA
"14939","P2","Pasture","South",46.68424929,10.5850562,1549,1500,"20220715_170653",0.19,NA
"14940","P3","Pasture","South",46.68514431,10.58575536,1577,1600,"20220715_170653",0.25,NA
"14941","XS6","Forest","North",46.68895823,10.63043102,1778,1800,"20220715_170653",0.19,NA
"14942","S2","Meadow","South",46.6988975,10.61923275,1635,1600,"20220715_170653",NA,NA
"14943","S3","Pasture","Flat",46.76671,10.71079,2680,2700,"20220715_170653",NA,NA
"14944","S4","Pasture","South",46.706995,10.602312,2353,2400,"20220715_170653",0.14,NA
"14945","M4","Pasture","Flat",46.74048467,10.69699228,1986,2000,"20220715_170653",0.27,NA
"14946","M4s","Bare soil","Flat",46.74219931,10.69901896,2010,2000,"20220715_170653",0.19,NA
"14947","F6","Forest","North",46.695578,10.648088,2360,2400,"20220715_170653",0.15,NA
"14948","F5","Forest","South",46.73886,10.68865,2090,2100,"20220715_170653",0.17,NA
"14949","F4","Forest","North",46.69865,10.64211,2027,2000,"20220715_170653",NA,NA
"14950","F3","Forest","South",46.69759,10.60724,1985,2000,"20220715_170653",0.21,NA
"14951","F2","Forest","South",46.69435,10.61268,1710,1700,"20220715_170653",0.26,NA
"14952","F1","Forest","South",46.67776,10.577797,1154,1200,"20220715_170653",0.17,NA
"14953","B1","Meadow","South",46.66121887,10.59024912,990,1000,"20220719_052703",0.15,NA
"14954","B2","Meadow","South",46.6862577,10.5798452,1490,1500,"20220719_052703",0.15,NA
"14955","B3","Meadow","Flat",46.69173286,10.59188535,1930,2000,"20220719_052703",0.13,NA
"14956","M1","Meadow","South",46.71328209,10.6412642,1839,1800,"20220719_052703",NA,NA
"14957","M2","Pasture","Flat",46.71110568,10.69164718,2180,2200,"20220719_052703",0.15,NA
"14958","M3","Pasture","Flat",46.76683822,10.70120078,2332,2300,"20220719_052703",NA,NA
"14959","M5","Pasture","South",46.70135815,10.61585587,1823,1800,"20220719_052703",NA,NA
"14960","I1","Meadow","South",46.68700896,10.57969321,1490,1500,"20220719_052703",0.17,NA
"14961","I3","Meadow","South",46.6840937,10.58166556,1430,1400,"20220719_052703",0.15,NA
"14962","P1","Pasture","South",46.685863,10.58294569,1526,1500,"20220719_052703",0.19,NA
"14963","P2","Pasture","South",46.68424929,10.5850562,1549,1500,"20220719_052703",0.17,NA
"14964","P3","Pasture","South",46.68514431,10.58575536,1577,1600,"20220719_052703",0.19,NA
"14965","XS6","Forest","North",46.68895823,10.63043102,1778,1800,"20220719_052703",0.19,NA
"14966","S2","Meadow","South",46.6988975,10.61923275,1635,1600,"20220719_052703",NA,NA
"14967","S3","Pasture","Flat",46.76671,10.71079,2680,2700,"20220719_052703",NA,NA
"14968","S4","Pasture","South",46.706995,10.602312,2353,2400,"20220719_052703",0.17,NA
"14969","M4","Pasture","Flat",46.74048467,10.69699228,1986,2000,"20220719_052703",0.18,NA
"14970","M4s","Bare soil","Flat",46.74219931,10.69901896,2010,2000,"20220719_052703",0.15,NA
"14971","F6","Forest","North",46.695578,10.648088,2360,2400,"20220719_052703",0.13,NA
"14972","F5","Forest","South",46.73886,10.68865,2090,2100,"20220719_052703",0.17,NA
"14973","F4","Forest","North",46.69865,10.64211,2027,2000,"20220719_052703",NA,NA
"14974","F3","Forest","South",46.69759,10.60724,1985,2000,"20220719_052703",0.19,NA
"14975","F2","Forest","South",46.69435,10.61268,1710,1700,"20220719_052703",0.15,NA
"14976","F1","Forest","South",46.67776,10.577797,1154,1200,"20220719_052703",0.22,NA
"14977","B1","Meadow","South",46.66121887,10.59024912,990,1000,"20220720_171514",0.2,NA
"14978","B2","Meadow","South",46.6862577,10.5798452,1490,1500,"20220720_171514",0.15,NA
"14979","B3","Meadow","Flat",46.69173286,10.59188535,1930,2000,"20220720_171514",0.16,NA
"14980","M1","Meadow","South",46.71328209,10.6412642,1839,1800,"20220720_171514",NA,NA
"14981","M2","Pasture","Flat",46.71110568,10.69164718,2180,2200,"20220720_171514",0.13,NA
"14982","M3","Pasture","Flat",46.76683822,10.70120078,2332,2300,"20220720_171514",NA,NA
"14983","M5","Pasture","South",46.70135815,10.61585587,1823,1800,"20220720_171514",NA,NA
"14984","I1","Meadow","South",46.68700896,10.57969321,1490,1500,"20220720_171514",0.17,NA
"14985","I3","Meadow","South",46.6840937,10.58166556,1430,1400,"20220720_171514",0.18,NA
"14986","P1","Pasture","South",46.685863,10.58294569,1526,1500,"20220720_171514",0.26,NA
"14987","P2","Pasture","South",46.68424929,10.5850562,1549,1500,"20220720_171514",0.27,NA
"14988","P3","Pasture","South",46.68514431,10.58575536,1577,1600,"20220720_171514",0.18,NA
"14989","XS6","Forest","North",46.68895823,10.63043102,1778,1800,"20220720_171514",0.25,NA
"14990","S2","Meadow","South",46.6988975,10.61923275,1635,1600,"20220720_171514",NA,NA
"14991","S3","Pasture","Flat",46.76671,10.71079,2680,2700,"20220720_171514",NA,NA
"14992","S4","Pasture","South",46.706995,10.602312,2353,2400,"20220720_171514",0.24,NA
"14993","M4","Pasture","Flat",46.74048467,10.69699228,1986,2000,"20220720_171514",0.18,NA
"14994","M4s","Bare soil","Flat",46.74219931,10.69901896,2010,2000,"20220720_171514",0.18,NA
"14995","F6","Forest","North",46.695578,10.648088,2360,2400,"20220720_171514",0.11,NA
"14996","F5","Forest","South",46.73886,10.68865,2090,2100,"20220720_171514",0.19,NA
"14997","F4","Forest","North",46.69865,10.64211,2027,2000,"20220720_171514",NA,NA
"14998","F3","Forest","South",46.69759,10.60724,1985,2000,"20220720_171514",0.16,NA
"14999","F2","Forest","South",46.69435,10.61268,1710,1700,"20220720_171514",0.19,NA
"15000","F1","Forest","South",46.67776,10.577797,1154,1200,"20220720_171514",0.16,NA
"15001","B1","Meadow","South",46.66121887,10.59024912,990,1000,"20220721_051042",NA,NA
"15002","B2","Meadow","South",46.6862577,10.5798452,1490,1500,"20220721_051042",NA,NA
"15003","B3","Meadow","Flat",46.69173286,10.59188535,1930,2000,"20220721_051042",NA,NA
"15004","M1","Meadow","South",46.71328209,10.6412642,1839,1800,"20220721_051042",NA,NA
"15005","M2","Pasture","Flat",46.71110568,10.69164718,2180,2200,"20220721_051042",NA,NA
"15006","M3","Pasture","Flat",46.76683822,10.70120078,2332,2300,"20220721_051042",NA,NA
"15007","M5","Pasture","South",46.70135815,10.61585587,1823,1800,"20220721_051042",NA,NA
"15008","I1","Meadow","South",46.68700896,10.57969321,1490,1500,"20220721_051042",NA,NA
"15009","I3","Meadow","South",46.6840937,10.58166556,1430,1400,"20220721_051042",NA,NA
"15010","P1","Pasture","South",46.685863,10.58294569,1526,1500,"20220721_051042",NA,NA
"15011","P2","Pasture","South",46.68424929,10.5850562,1549,1500,"20220721_051042",NA,NA
"15012","P3","Pasture","South",46.68514431,10.58575536,1577,1600,"20220721_051042",NA,NA
"15013","XS6","Forest","North",46.68895823,10.63043102,1778,1800,"20220721_051042",NA,NA
"15014","S2","Meadow","South",46.6988975,10.61923275,1635,1600,"20220721_051042",NA,NA
"15015","S3","Pasture","Flat",46.76671,10.71079,2680,2700,"20220721_051042",NA,NA
"15016","S4","Pasture","South",46.706995,10.602312,2353,2400,"20220721_051042",NA,NA
"15017","M4","Pasture","Flat",46.74048467,10.69699228,1986,2000,"20220721_051042",NA,NA
"15018","M4s","Bare soil","Flat",46.74219931,10.69901896,2010,2000,"20220721_051042",NA,NA
"15019","F6","Forest","North",46.695578,10.648088,2360,2400,"20220721_051042",NA,NA
"15020","F5","Forest","South",46.73886,10.68865,2090,2100,"20220721_051042",NA,NA
"15021","F4","Forest","North",46.69865,10.64211,2027,2000,"20220721_051042",NA,NA
"15022","F3","Forest","South",46.69759,10.60724,1985,2000,"20220721_051042",NA,NA
"15023","F2","Forest","South",46.69435,10.61268,1710,1700,"20220721_051042",NA,NA
"15024","F1","Forest","South",46.67776,10.577797,1154,1200,"20220721_051042",NA,NA
"15025","B1","Meadow","South",46.66121887,10.59024912,990,1000,"20220722_165901",NA,NA
"15026","B2","Meadow","South",46.6862577,10.5798452,1490,1500,"20220722_165901",NA,NA
"15027","B3","Meadow","Flat",46.69173286,10.59188535,1930,2000,"20220722_165901",NA,NA
"15028","M1","Meadow","South",46.71328209,10.6412642,1839,1800,"20220722_165901",NA,NA
"15029","M2","Pasture","Flat",46.71110568,10.69164718,2180,2200,"20220722_165901",NA,NA
"15030","M3","Pasture","Flat",46.76683822,10.70120078,2332,2300,"20220722_165901",NA,NA
"15031","M5","Pasture","South",46.70135815,10.61585587,1823,1800,"20220722_165901",NA,NA
"15032","I1","Meadow","South",46.68700896,10.57969321,1490,1500,"20220722_165901",NA,NA
"15033","I3","Meadow","South",46.6840937,10.58166556,1430,1400,"20220722_165901",NA,NA
"15034","P1","Pasture","South",46.685863,10.58294569,1526,1500,"20220722_165901",NA,NA
"15035","P2","Pasture","South",46.68424929,10.5850562,1549,1500,"20220722_165901",NA,NA
"15036","P3","Pasture","South",46.68514431,10.58575536,1577,1600,"20220722_165901",NA,NA
"15037","XS6","Forest","North",46.68895823,10.63043102,1778,1800,"20220722_165901",NA,NA
"15038","S2","Meadow","South",46.6988975,10.61923275,1635,1600,"20220722_165901",NA,NA
"15039","S3","Pasture","Flat",46.76671,10.71079,2680,2700,"20220722_165901",NA,NA
"15040","S4","Pasture","South",46.706995,10.602312,2353,2400,"20220722_165901",NA,NA
"15041","M4","Pasture","Flat",46.74048467,10.69699228,1986,2000,"20220722_165901",NA,NA
"15042","M4s","Bare soil","Flat",46.74219931,10.69901896,2010,2000,"20220722_165901",NA,NA
"15043","F6","Forest","North",46.695578,10.648088,2360,2400,"20220722_165901",NA,NA
"15044","F5","Forest","South",46.73886,10.68865,2090,2100,"20220722_165901",NA,NA
"15045","F4","Forest","North",46.69865,10.64211,2027,2000,"20220722_165901",NA,NA
